split,image_path,xml_path,object_name,before,after,reason
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/16095.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/16095.xml,8,"(1337.0, 86.0, 1489.0, 261.0)","(1337, 86, 1489, 259)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/16150.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/16150.xml,2,"(300.0, 26.0, 468.0, 278.0)","(300, 26, 468, 276)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/17607_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/17607_1.xml,0,"(428.0, 51.0, 473.0, 125.0)","(428, 51, 473, 123)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/17873.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/17873.xml,0,"(426.0, 41.0, 463.0, 100.0)","(426, 41, 461, 100)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/17996_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/17996_1.xml,ب,"(159.0, 5.0, 265.0, 105.0)","(159, 5, 265, 103)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/18019.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/18019.xml,1,"(336.0, 32.0, 367.0, 114.0)","(336, 32, 367, 113)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/18099.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/18099.xml,1,"(219.0, 15.0, 238.0, 57.0)","(219, 15, 238, 55)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/18112.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/18112.xml,6,"(869.0, 74.0, 967.0, 226.0)","(869, 74, 966, 226)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/18125.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/18125.xml,8,"(122.0, 18.0, 135.0, 39.0)","(122, 18, 135, 38)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/18125_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/18125_extra.xml,8,"(122.0, 18.0, 135.0, 39.0)","(122, 18, 135, 38)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/18222.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/18222.xml,2,"(286.0, 7.0, 333.0, 97.0)","(286, 7, 333, 95)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/18222.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/18222.xml,5,"(334.0, 12.0, 381.0, 96.0)","(334, 12, 381, 95)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/18341.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/18341.xml,1,"(116.0, 31.0, 186.0, 189.0)","(116, 31, 186, 188)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/18392.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/18392.xml,8,"(315.0, 7.0, 355.0, 75.0)","(315, 7, 353, 75)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/18392_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/18392_extra.xml,8,"(315.0, 7.0, 355.0, 75.0)","(315, 7, 353, 75)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/20189.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/20189.xml,7,"(113.0, 5.0, 127.0, 30.0)","(113, 5, 126, 30)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/20193_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/20193_1.xml,5,"(56.0, 35.0, 135.0, 162.0)","(56, 35, 135, 161)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/20209.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/20209.xml,م,"(32.0, 1.0, 46.0, 27.0)","(32, 1, 46, 26)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/20210.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/20210.xml,م,"(62.0, 2.0, 95.0, 64.0)","(62, 2, 95, 62)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/20210.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/20210.xml,5,"(99.0, 2.0, 121.0, 64.0)","(99, 2, 121, 62)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/20210.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/20210.xml,9,"(122.0, 2.0, 143.0, 64.0)","(122, 2, 143, 62)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/20210.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/20210.xml,1,"(139.0, 4.0, 170.0, 64.0)","(139, 4, 170, 62)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/20329.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/20329.xml,8,"(25.0, 3.0, 40.0, 24.0)","(25, 3, 40, 23)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/20337.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/20337.xml,9,"(302.0, 24.0, 334.0, 72.0)","(302, 24, 333, 72)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/20398.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/20398.xml,9,"(37.0, 3.0, 56.0, 38.0)","(37, 3, 56, 37)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22440.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22440.xml,1,"(118.0, 14.0, 131.0, 43.0)","(118, 14, 131, 42)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22447.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22447.xml,2,"(440.0, 38.0, 489.0, 113.0)","(440, 38, 488, 113)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22447_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22447_extra.xml,2,"(440.0, 38.0, 489.0, 113.0)","(440, 38, 488, 113)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22450.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22450.xml,2,"(582.0, 49.0, 640.0, 163.0)","(582, 49, 638, 163)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22546.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22546.xml,4,"(232.0, 19.0, 268.0, 78.0)","(232, 19, 268, 76)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22606.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22606.xml,8,"(60.0, 2.0, 73.0, 25.0)","(60, 2, 73, 24)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22606.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22606.xml,7,"(71.0, 2.0, 86.0, 25.0)","(71, 2, 86, 24)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22622.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22622.xml,4,"(290.0, 21.0, 323.0, 84.0)","(290, 21, 323, 83)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22646.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22646.xml,2,"(121.0, 15.0, 175.0, 132.0)","(121, 15, 175, 130)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22670.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22670.xml,8,"(131.0, 73.0, 248.0, 271.0)","(131, 73, 248, 269)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22674.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22674.xml,6,"(101.0, 9.0, 113.0, 33.0)","(101, 9, 113, 32)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22782.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22782.xml,4,"(63.0, 4.0, 73.0, 28.0)","(63, 4, 73, 27)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22820.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22820.xml,9,"(85.0, 7.0, 110.0, 36.0)","(85, 7, 108, 36)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22820_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/22820_extra.xml,9,"(85.0, 7.0, 110.0, 36.0)","(85, 7, 108, 36)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/24918_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/24918_1.xml,6,"(30.0, 13.0, 45.0, 35.0)","(30, 13, 45, 34)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/24925.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/24925.xml,5,"(75.0, 11.0, 115.0, 68.0)","(75, 11, 115, 66)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/24928_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/24928_1.xml,9,"(185.0, 10.0, 215.0, 54.0)","(185, 10, 215, 52)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/24930.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/24930.xml,6,"(323.0, 26.0, 356.0, 78.0)","(323, 26, 356, 76)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/24988_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/24988_1.xml,ص,"(91.0, 9.0, 151.0, 77.0)","(91, 9, 151, 75)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/24996_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/24996_extra.xml,1,"(85.0, 2.0, 101.0, 38.0)","(85, 2, 101, 36)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/25011.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/25011.xml,5,"(573.0, 65.0, 637.0, 164.0)","(573, 65, 636, 164)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/25104.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/25104.xml,1,"(447.0, 27.0, 487.0, 124.0)","(447, 27, 487, 122)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/25186_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/25186_extra.xml,8,"(1537.0, 93.0, 1670.0, 258.0)","(1537, 93, 1670, 256)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/25232.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/25232.xml,7,"(123.0, 34.0, 185.0, 133.0)","(123, 34, 185, 131)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/25241.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/25241.xml,4,"(26.0, 9.0, 44.0, 47.0)","(26, 9, 44, 46)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/25283.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/25283.xml,9,"(117.0, 50.0, 153.0, 144.0)","(117, 50, 153, 143)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27488.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27488.xml,8,"(69.0, 2.0, 84.0, 38.0)","(69, 2, 84, 37)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27503_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27503_1.xml,1,"(156.0, 13.0, 183.0, 75.0)","(156, 13, 183, 73)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27503_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27503_1.xml,1,"(216.0, 20.0, 241.0, 75.0)","(216, 20, 241, 73)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27514_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27514_1.xml,8,"(195.0, 25.0, 218.0, 66.0)","(195, 25, 218, 65)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27532_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27532_extra.xml,2,"(66.0, 4.0, 79.0, 28.0)","(66, 4, 79, 27)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27532_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27532_extra.xml,5,"(79.0, 4.0, 93.0, 28.0)","(79, 4, 93, 27)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27532_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27532_extra.xml,9,"(93.0, 5.0, 106.0, 28.0)","(93, 5, 106, 27)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27532_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27532_extra.xml,3,"(109.0, 7.0, 122.0, 28.0)","(109, 7, 122, 27)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27532_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27532_extra.xml,8,"(122.0, 8.0, 133.0, 29.0)","(122, 8, 133, 27)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27533_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27533_1.xml,2,"(184.0, 12.0, 207.0, 47.0)","(184, 12, 207, 45)",Tiny overflow clamped: max_overflow=2.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27675.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27675.xml,4,"(104.0, 8.0, 144.0, 105.0)","(104, 8, 144, 104)",Tiny overflow clamped: max_overflow=1.000px
train,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27832_extra.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/train/27832_extra.xml,7,"(68.0, 122.0, 121.0, 233.0)","(68, 122, 121, 232)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/01310_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/01310_1.xml,9,"(308.0, 27.0, 355.0, 111.0)","(308, 27, 355, 109)",Tiny overflow clamped: max_overflow=2.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/01590_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/01590_1.xml,3,"(503.0, 35.0, 558.0, 121.0)","(503, 35, 558, 119)",Tiny overflow clamped: max_overflow=2.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/04543_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/04543_1.xml,2,"(144.0, 14.0, 164.0, 61.0)","(144, 14, 164, 60)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/06270_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/06270_1.xml,9,"(13.0, 8.0, 28.0, 38.0)","(13, 8, 28, 37)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/06270_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/06270_1.xml,5,"(27.0, 8.0, 42.0, 38.0)","(27, 8, 42, 37)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/06270_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/06270_1.xml,2,"(67.0, 6.0, 81.0, 38.0)","(67, 6, 81, 37)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/06339_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/06339_1.xml,2,"(44.0, 16.0, 76.0, 95.0)","(44, 16, 76, 94)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/09547_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/09547_1.xml,9,"(93.0, 5.0, 107.0, 24.0)","(93, 5, 106, 24)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/11601_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/11601_1.xml,6,"(85.0, 1.0, 98.0, 34.0)","(85, 1, 98, 33)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/11690_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/11690_1.xml,8,"(54.0, 55.0, 111.0, 147.0)","(54, 55, 111, 146)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/13910_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/13910_1.xml,8,"(162.0, 25.0, 199.0, 83.0)","(162, 25, 198, 83)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/14049_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/14049_1.xml,2,"(535.0, 30.0, 599.0, 155.0)","(535, 30, 599, 154)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/15923_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/15923_1.xml,6,"(550.0, 68.0, 606.0, 161.0)","(550, 68, 606, 159)",Tiny overflow clamped: max_overflow=2.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/16092_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/16092_1.xml,8,"(1050.0, 50.0, 1166.0, 252.0)","(1050, 50, 1166, 250)",Tiny overflow clamped: max_overflow=2.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/17607_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/17607_1.xml,0,"(428.0, 51.0, 473.0, 125.0)","(428, 51, 473, 123)",Tiny overflow clamped: max_overflow=2.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/17996_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/17996_1.xml,ب,"(159.0, 5.0, 265.0, 105.0)","(159, 5, 265, 103)",Tiny overflow clamped: max_overflow=2.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/20193_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/20193_1.xml,5,"(56.0, 35.0, 135.0, 162.0)","(56, 35, 135, 161)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/24918_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/24918_1.xml,6,"(30.0, 13.0, 45.0, 35.0)","(30, 13, 45, 34)",Tiny overflow clamped: max_overflow=1.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/24928_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/24928_1.xml,9,"(185.0, 10.0, 215.0, 54.0)","(185, 10, 215, 52)",Tiny overflow clamped: max_overflow=2.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/24988_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/24988_1.xml,ص,"(91.0, 9.0, 151.0, 77.0)","(91, 9, 151, 75)",Tiny overflow clamped: max_overflow=2.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/27503_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/27503_1.xml,1,"(156.0, 13.0, 183.0, 75.0)","(156, 13, 183, 73)",Tiny overflow clamped: max_overflow=2.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/27503_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/27503_1.xml,1,"(216.0, 20.0, 241.0, 75.0)","(216, 20, 241, 73)",Tiny overflow clamped: max_overflow=2.000px
valid,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/27514_1.jpg,/Users/sam/Desktop/aiolearn/My_projects/CLPR/Datasets/DS_model_2/valid/27514_1.xml,8,"(195.0, 25.0, 218.0, 66.0)","(195, 25, 218, 65)",Tiny overflow clamped: max_overflow=1.000px
